,Date,Chicago,Opponent,Half,Time,Score,Team,Action,Substitution,Player,Lineup,Points,Game
23,"November 10, 2022",Home,Lake Forest,1,16:40,5-5,Home,"BHANDAL,ARRISH made 3-pt. jump shot",0,Arrish Bhandal,"Alec Bryan, Ezra Moos, Thomas Kurowski, Elliot Paschal, Arrish Bhandal",3,1
24,"November 10, 2022",Home,Lake Forest,1,16:40,5-5,Home,"Assist by KUROWSKI,THOMAS",0,Thomas Kurowski,"Alec Bryan, Ezra Moos, Thomas Kurowski, Elliot Paschal, Arrish Bhandal",0,1
25,"November 10, 2022",Home,Lake Forest,1,16:25,5-5,Away,"Turnover by DEITCH,NOAH",0,Noah Deitch,"Alec Bryan, Ezra Moos, Thomas Kurowski, Elliot Paschal, Arrish Bhandal",0,1
26,"November 10, 2022",Home,Lake Forest,1,16:06,5-5,Home,"BHANDAL,ARRISH missed layup",0,Arrish Bhandal,"Alec Bryan, Ezra Moos, Thomas Kurowski, Elliot Paschal, Arrish Bhandal",0,1
27,"November 10, 2022",Home,Lake Forest,1,16:06,5-5,Home,"BRYAN,ALEC offensive rebound",0,Alec Bryan,"Alec Bryan, Ezra Moos, Thomas Kurowski, Elliot Paschal, Arrish Bhandal",0,1
28,"November 10, 2022",Home,Lake Forest,1,16:02,5-5,Home,"Turnover by BRYAN,ALEC",0,Alec Bryan,"Alec Bryan, Ezra Moos, Thomas Kurowski, Elliot Paschal, Arrish Bhandal",0,1
29,"November 10, 2022",Home,Lake Forest,1,15:52,5-5,Away,"DEITCH,NOAH missed 3-pt. jump shot",0,Noah Deitch,"Alec Bryan, Ezra Moos, Thomas Kurowski, Elliot Paschal, Arrish Bhandal",0,1
30,"November 10, 2022",Home,Lake Forest,1,15:52,5-5,Home,"MOOS,EZRA defensive rebound",0,Ezra Moos,"Alec Bryan, Ezra Moos, Thomas Kurowski, Elliot Paschal, Arrish Bhandal",0,1
31,"November 10, 2022",Home,Lake Forest,1,15:28,5-7,Home,"BHANDAL,ARRISH made jump shot",0,Arrish Bhandal,"Alec Bryan, Ezra Moos, Thomas Kurowski, Elliot Paschal, Arrish Bhandal",2,1
32,"November 10, 2022",Home,Lake Forest,1,15:28,5-7,Home,"Assist by KUROWSKI,THOMAS",0,Thomas Kurowski,"Alec Bryan, Ezra Moos, Thomas Kurowski, Elliot Paschal, Arrish Bhandal",0,1
33,"November 10, 2022",Home,Lake Forest,1,15:14,5-7,Away,"DEITCH,NOAH missed 3-pt. jump shot",0,Noah Deitch,"Alec Bryan, Ezra Moos, Thomas Kurowski, Elliot Paschal, Arrish Bhandal",0,1
34,"November 10, 2022",Home,Lake Forest,1,15:14,5-7,Home,TEAM defensive rebound,0,,"Alec Bryan, Ezra Moos, Thomas Kurowski, Elliot Paschal, Arrish Bhandal",0,1
35,"November 10, 2022",Home,Lake Forest,1,15:14,5-7,Away,"MICHAUD,MICHAEL enters the game",1,Michael Michaud,"Alec Bryan, Ezra Moos, Thomas Kurowski, Elliot Paschal, Arrish Bhandal",0,1
36,"November 10, 2022",Home,Lake Forest,1,15:14,5-7,Away,"DEITCH,NOAH goes to the bench",1,Noah Deitch,"Alec Bryan, Ezra Moos, Thomas Kurowski, Elliot Paschal, Arrish Bhandal",0,1
37,"November 10, 2022",Home,Lake Forest,1,15:14,5-7,Home,"EDO,LEONARDO enters the game",1,Leonardo Edo,"Alec Bryan, Ezra Moos, Thomas Kurowski, Elliot Paschal, Arrish Bhandal, Leonardo Edo",0,1
38,"November 10, 2022",Home,Lake Forest,1,15:14,5-7,Home,"BERRY,JOE enters the game",1,Joe Berry,"Alec Bryan, Ezra Moos, Thomas Kurowski, Elliot Paschal, Arrish Bhandal, Leonardo Edo, Joe Berry",0,1
39,"November 10, 2022",Home,Lake Forest,1,15:14,5-7,Home,"PRESTON,JOSH enters the game",1,Josh Preston,"Alec Bryan, Ezra Moos, Thomas Kurowski, Elliot Paschal, Arrish Bhandal, Leonardo Edo, Joe Berry, Josh Preston",0,1
40,"November 10, 2022",Home,Lake Forest,1,15:14,5-7,Home,"BHANDAL,ARRISH goes to the bench",1,Arrish Bhandal,"Alec Bryan, Ezra Moos, Thomas Kurowski, Elliot Paschal, Leonardo Edo, Joe Berry, Josh Preston",0,1
41,"November 10, 2022",Home,Lake Forest,1,15:14,5-7,Home,"KUROWSKI,THOMAS goes to the bench",1,Thomas Kurowski,"Alec Bryan, Ezra Moos, Elliot Paschal, Leonardo Edo, Joe Berry, Josh Preston",0,1
42,"November 10, 2022",Home,Lake Forest,1,15:14,5-7,Home,"BRYAN,ALEC goes to the bench",1,Alec Bryan,"Ezra Moos, Elliot Paschal, Leonardo Edo, Joe Berry, Josh Preston",0,1
43,"November 10, 2022",Home,Lake Forest,1,14:49,5-7,Home,"PASCHAL,ELLIOT missed jump shot",0,Elliot Paschal,"Ezra Moos, Elliot Paschal, Leonardo Edo, Joe Berry, Josh Preston",0,1
44,"November 10, 2022",Home,Lake Forest,1,14:49,5-7,Home,TEAM offensive rebound,0,,"Ezra Moos, Elliot Paschal, Leonardo Edo, Joe Berry, Josh Preston",0,1
45,"November 10, 2022",Home,Lake Forest,1,14:49,5-7,Away,"Foul by MICHAUD,MICHAEL",0,Michael Michaud,"Ezra Moos, Elliot Paschal, Leonardo Edo, Joe Berry, Josh Preston",0,1
46,"November 10, 2022",Home,Lake Forest,1,14:46,5-9,Home,"EDO,LEONARDO made jump shot",0,Leonardo Edo,"Ezra Moos, Elliot Paschal, Leonardo Edo, Joe Berry, Josh Preston",2,1
47,"November 10, 2022",Home,Lake Forest,1,14:46,5-9,Home,"Assist by PRESTON,JOSH",0,Josh Preston,"Ezra Moos, Elliot Paschal, Leonardo Edo, Joe Berry, Josh Preston",0,1
48,"November 10, 2022",Home,Lake Forest,1,14:32,5-9,Away,"BULL,ELIJAH missed jump shot",0,Elijah Bull,"Ezra Moos, Elliot Paschal, Leonardo Edo, Joe Berry, Josh Preston",0,1
49,"November 10, 2022",Home,Lake Forest,1,14:32,5-9,Home,"MOOS,EZRA defensive rebound",0,Ezra Moos,"Ezra Moos, Elliot Paschal, Leonardo Edo, Joe Berry, Josh Preston",0,1
50,"November 10, 2022",Home,Lake Forest,1,14:22,5-11,Home,"BERRY,JOE made layup",0,Joe Berry,"Ezra Moos, Elliot Paschal, Leonardo Edo, Joe Berry, Josh Preston",2,1
51,"November 10, 2022",Home,Lake Forest,1,14:22,5-11,Home,"Assist by PASCHAL,ELLIOT",0,Elliot Paschal,"Ezra Moos, Elliot Paschal, Leonardo Edo, Joe Berry, Josh Preston",0,1
52,"November 10, 2022",Home,Lake Forest,1,14:21,5-11,Away,30SEC TIMEOUT by Lake Forest,0,,"Ezra Moos, Elliot Paschal, Leonardo Edo, Joe Berry, Josh Preston",0,1
53,"November 10, 2022",Home,Lake Forest,1,14:20,5-11,Away,"CLARKE,JAMAL enters the game",1,Jamal Clarke,"Ezra Moos, Elliot Paschal, Leonardo Edo, Joe Berry, Josh Preston",0,1
54,"November 10, 2022",Home,Lake Forest,1,14:20,5-11,Away,"SIEGIEN,FRANK goes to the bench",1,Frank Siegien,"Ezra Moos, Elliot Paschal, Leonardo Edo, Joe Berry, Josh Preston",0,1
55,"November 10, 2022",Home,Lake Forest,1,14:08,5-11,Away,"FOSTER,ZACH missed 3-pt. jump shot",0,Zach Foster,"Ezra Moos, Elliot Paschal, Leonardo Edo, Joe Berry, Josh Preston",0,1
56,"November 10, 2022",Home,Lake Forest,1,14:08,5-11,Home,"EDO,LEONARDO defensive rebound",0,Leonardo Edo,"Ezra Moos, Elliot Paschal, Leonardo Edo, Joe Berry, Josh Preston",0,1
57,"November 10, 2022",Home,Lake Forest,1,13:53,5-11,Away,"Foul by CLARKE,JAMAL",0,Jamal Clarke,"Ezra Moos, Elliot Paschal, Leonardo Edo, Joe Berry, Josh Preston",0,1
58,"November 10, 2022",Home,Lake Forest,1,13:50,5-11,Away,"Foul by FOSTER,ZACH",0,Zach Foster,"Ezra Moos, Elliot Paschal, Leonardo Edo, Joe Berry, Josh Preston",0,1
59,"November 10, 2022",Home,Lake Forest,1,13:50,5-11,Home,"TWYMAN,SKYLER enters the game",1,Skyler Twyman,"Ezra Moos, Elliot Paschal, Leonardo Edo, Joe Berry, Josh Preston, Skyler Twyman",0,1
60,"November 10, 2022",Home,Lake Forest,1,13:50,5-11,Home,"KUROWSKI,THOMAS enters the game",1,Thomas Kurowski,"Ezra Moos, Elliot Paschal, Leonardo Edo, Joe Berry, Josh Preston, Skyler Twyman, Thomas Kurowski",0,1
61,"November 10, 2022",Home,Lake Forest,1,13:50,5-11,Home,"PASCHAL,ELLIOT goes to the bench",1,Elliot Paschal,"Ezra Moos, Leonardo Edo, Joe Berry, Josh Preston, Skyler Twyman, Thomas Kurowski",0,1
62,"November 10, 2022",Home,Lake Forest,1,13:50,5-11,Home,"MOOS,EZRA goes to the bench",1,Ezra Moos,"Leonardo Edo, Joe Berry, Josh Preston, Skyler Twyman, Thomas Kurowski",0,1
63,"November 10, 2022",Home,Lake Forest,1,13:44,5-13,Home,"BERRY,JOE made layup",0,Joe Berry,"Leonardo Edo, Joe Berry, Josh Preston, Skyler Twyman, Thomas Kurowski",2,1
64,"November 10, 2022",Home,Lake Forest,1,13:22,5-13,Away,"MICHAUD,MICHAEL missed jump shot",0,Michael Michaud,"Leonardo Edo, Joe Berry, Josh Preston, Skyler Twyman, Thomas Kurowski",0,1
65,"November 10, 2022",Home,Lake Forest,1,13:22,5-13,Home,"KUROWSKI,THOMAS defensive rebound",0,Thomas Kurowski,"Leonardo Edo, Joe Berry, Josh Preston, Skyler Twyman, Thomas Kurowski",0,1
66,"November 10, 2022",Home,Lake Forest,1,13:18,5-13,Home,"Turnover by KUROWSKI,THOMAS",0,Thomas Kurowski,"Leonardo Edo, Joe Berry, Josh Preston, Skyler Twyman, Thomas Kurowski",0,1
67,"November 10, 2022",Home,Lake Forest,1,13:17,5-13,Away,"Steal by BULL,ELIJAH",0,Elijah Bull,"Leonardo Edo, Joe Berry, Josh Preston, Skyler Twyman, Thomas Kurowski",0,1
68,"November 10, 2022",Home,Lake Forest,1,13:14,5-13,Home,"EDO,LEONARDO defensive rebound",0,Leonardo Edo,"Leonardo Edo, Joe Berry, Josh Preston, Skyler Twyman, Thomas Kurowski",0,1
69,"November 10, 2022",Home,Lake Forest,1,13:14,5-13,Home,"Block by KUROWSKI,THOMAS",0,Thomas Kurowski,"Leonardo Edo, Joe Berry, Josh Preston, Skyler Twyman, Thomas Kurowski",0,1
70,"November 10, 2022",Home,Lake Forest,1,13:14,5-13,Away,"BULL,ELIJAH missed layup",0,Elijah Bull,"Leonardo Edo, Joe Berry, Josh Preston, Skyler Twyman, Thomas Kurowski",0,1
71,"November 10, 2022",Home,Lake Forest,1,13:05,5-13,Home,"Turnover by TWYMAN,SKYLER",0,Skyler Twyman,"Leonardo Edo, Joe Berry, Josh Preston, Skyler Twyman, Thomas Kurowski",0,1
72,"November 10, 2022",Home,Lake Forest,1,12:42,7-13,Away,"BULL,ELIJAH made jump shot",0,Elijah Bull,"Leonardo Edo, Joe Berry, Josh Preston, Skyler Twyman, Thomas Kurowski",2,1
73,"November 10, 2022",Home,Lake Forest,1,12:28,7-13,Home,"TWYMAN,SKYLER missed jump shot",0,Skyler Twyman,"Leonardo Edo, Joe Berry, Josh Preston, Skyler Twyman, Thomas Kurowski",0,1
74,"November 10, 2022",Home,Lake Forest,1,12:28,7-13,Home,"PRESTON,JOSH offensive rebound",0,Josh Preston,"Leonardo Edo, Joe Berry, Josh Preston, Skyler Twyman, Thomas Kurowski",0,1
75,"November 10, 2022",Home,Lake Forest,1,12:26,7-13,Home,"Turnover by PRESTON,JOSH",0,Josh Preston,"Leonardo Edo, Joe Berry, Josh Preston, Skyler Twyman, Thomas Kurowski",0,1
76,"November 10, 2022",Home,Lake Forest,1,12:24,7-13,Away,"Steal by BULL,ELIJAH",0,Elijah Bull,"Leonardo Edo, Joe Berry, Josh Preston, Skyler Twyman, Thomas Kurowski",0,1
77,"November 10, 2022",Home,Lake Forest,1,12:13,10-13,Away,"RONZIO,ROCCO made 3-pt. jump shot",0,Rocco Ronzio,"Leonardo Edo, Joe Berry, Josh Preston, Skyler Twyman, Thomas Kurowski",3,1
78,"November 10, 2022",Home,Lake Forest,1,12:13,10-13,Away,"Assist by BULL,ELIJAH",0,Elijah Bull,"Leonardo Edo, Joe Berry, Josh Preston, Skyler Twyman, Thomas Kurowski",0,1
79,"November 10, 2022",Home,Lake Forest,1,11:47,10-13,Home,"TWYMAN,SKYLER missed layup",0,Skyler Twyman,"Leonardo Edo, Joe Berry, Josh Preston, Skyler Twyman, Thomas Kurowski",0,1
80,"November 10, 2022",Home,Lake Forest,1,11:47,10-13,Away,"MICHAUD,MICHAEL defensive rebound",0,Michael Michaud,"Leonardo Edo, Joe Berry, Josh Preston, Skyler Twyman, Thomas Kurowski",0,1
81,"November 10, 2022",Home,Lake Forest,1,11:37,10-13,Away,"RONZIO,ROCCO missed 3-pt. jump shot",0,Rocco Ronzio,"Leonardo Edo, Joe Berry, Josh Preston, Skyler Twyman, Thomas Kurowski",0,1
82,"November 10, 2022",Home,Lake Forest,1,11:37,10-13,Home,"PRESTON,JOSH defensive rebound",0,Josh Preston,"Leonardo Edo, Joe Berry, Josh Preston, Skyler Twyman, Thomas Kurowski",0,1
83,"November 10, 2022",Home,Lake Forest,1,11:34,10-13,Away,"HEYNE,MATTHEW enters the game",1,Matthew Heyne,"Leonardo Edo, Joe Berry, Josh Preston, Skyler Twyman, Thomas Kurowski",0,1
84,"November 10, 2022",Home,Lake Forest,1,11:34,10-13,Away,"KNIGHT,ALEX enters the game",1,Alex Knight,"Leonardo Edo, Joe Berry, Josh Preston, Skyler Twyman, Thomas Kurowski",0,1
85,"November 10, 2022",Home,Lake Forest,1,11:34,10-13,Away,"CLARKE,JAMAL goes to the bench",1,Jamal Clarke,"Leonardo Edo, Joe Berry, Josh Preston, Skyler Twyman, Thomas Kurowski",0,1
86,"November 10, 2022",Home,Lake Forest,1,11:34,10-13,Away,"SIEGIEN,FRANK goes to the bench",1,Frank Siegien,"Leonardo Edo, Joe Berry, Josh Preston, Skyler Twyman, Thomas Kurowski",0,1
87,"November 10, 2022",Home,Lake Forest,1,11:34,10-13,Away,"RONZIO,ROCCO goes to the bench",1,Rocco Ronzio,"Leonardo Edo, Joe Berry, Josh Preston, Skyler Twyman, Thomas Kurowski",0,1
88,"November 10, 2022",Home,Lake Forest,1,11:34,10-13,Home,"BRYAN,ALEC enters the game",1,Alec Bryan,"Leonardo Edo, Joe Berry, Josh Preston, Skyler Twyman, Thomas Kurowski, Alec Bryan",0,1
89,"November 10, 2022",Home,Lake Forest,1,11:34,10-13,Home,"BHANDAL,ARRISH enters the game",1,Arrish Bhandal,"Leonardo Edo, Joe Berry, Josh Preston, Skyler Twyman, Thomas Kurowski, Alec Bryan, Arrish Bhandal",0,1
90,"November 10, 2022",Home,Lake Forest,1,11:34,10-13,Home,"PRESTON,JOSH goes to the bench",1,Josh Preston,"Leonardo Edo, Joe Berry, Skyler Twyman, Thomas Kurowski, Alec Bryan, Arrish Bhandal",0,1
91,"November 10, 2022",Home,Lake Forest,1,11:34,10-13,Home,"EDO,LEONARDO goes to the bench",1,Leonardo Edo,"Joe Berry, Skyler Twyman, Thomas Kurowski, Alec Bryan, Arrish Bhandal",0,1
92,"November 10, 2022",Home,Lake Forest,1,11:31,10-13,Away,"Foul by CLARKE,JAMAL",0,Jamal Clarke,"Joe Berry, Skyler Twyman, Thomas Kurowski, Alec Bryan, Arrish Bhandal",0,1
93,"November 10, 2022",Home,Lake Forest,1,11:14,10-15,Home,"BHANDAL,ARRISH made layup",0,Arrish Bhandal,"Joe Berry, Skyler Twyman, Thomas Kurowski, Alec Bryan, Arrish Bhandal",2,1
94,"November 10, 2022",Home,Lake Forest,1,10:48,10-15,Away,"HEYNE,MATTHEW missed 3-pt. jump shot",0,Matthew Heyne,"Joe Berry, Skyler Twyman, Thomas Kurowski, Alec Bryan, Arrish Bhandal",0,1
95,"November 10, 2022",Home,Lake Forest,1,10:48,10-15,Home,"BRYAN,ALEC defensive rebound",0,Alec Bryan,"Joe Berry, Skyler Twyman, Thomas Kurowski, Alec Bryan, Arrish Bhandal",0,1
96,"November 10, 2022",Home,Lake Forest,1,10:31,10-17,Home,"BERRY,JOE made layup",0,Joe Berry,"Joe Berry, Skyler Twyman, Thomas Kurowski, Alec Bryan, Arrish Bhandal",2,1
97,"November 10, 2022",Home,Lake Forest,1,10:31,10-17,Home,"Assist by TWYMAN,SKYLER",0,Skyler Twyman,"Joe Berry, Skyler Twyman, Thomas Kurowski, Alec Bryan, Arrish Bhandal",0,1
98,"November 10, 2022",Home,Lake Forest,1,10:10,10-17,Away,"HEYNE,MATTHEW missed jump shot",0,Matthew Heyne,"Joe Berry, Skyler Twyman, Thomas Kurowski, Alec Bryan, Arrish Bhandal",0,1
99,"November 10, 2022",Home,Lake Forest,1,10:10,10-17,Away,"MICHAUD,MICHAEL offensive rebound",0,Michael Michaud,"Joe Berry, Skyler Twyman, Thomas Kurowski, Alec Bryan, Arrish Bhandal",0,1
100,"November 10, 2022",Home,Lake Forest,1,10:04,10-17,Home,"Foul by BRYAN,ALEC",0,Alec Bryan,"Joe Berry, Skyler Twyman, Thomas Kurowski, Alec Bryan, Arrish Bhandal",0,1
101,"November 10, 2022",Home,Lake Forest,1,10:04,10-17,Away,"HEYNE,MATTHEW missed free throw",0,Matthew Heyne,"Joe Berry, Skyler Twyman, Thomas Kurowski, Alec Bryan, Arrish Bhandal",0,1
102,"November 10, 2022",Home,Lake Forest,1,10:04,10-17,Away,TEAM deadball rebound,0,,"Joe Berry, Skyler Twyman, Thomas Kurowski, Alec Bryan, Arrish Bhandal",0,1
103,"November 10, 2022",Home,Lake Forest,1,10:04,11-17,Away,"HEYNE,MATTHEW made free throw",0,Matthew Heyne,"Joe Berry, Skyler Twyman, Thomas Kurowski, Alec Bryan, Arrish Bhandal",1,1
104,"November 10, 2022",Home,Lake Forest,1,10:04,11-17,Away,"BROWN,ALEX enters the game",1,Alex Brown,"Joe Berry, Skyler Twyman, Thomas Kurowski, Alec Bryan, Arrish Bhandal",0,1
105,"November 10, 2022",Home,Lake Forest,1,10:04,11-17,Away,"BULL,ELIJAH goes to the bench",1,Elijah Bull,"Joe Berry, Skyler Twyman, Thomas Kurowski, Alec Bryan, Arrish Bhandal",0,1
106,"November 10, 2022",Home,Lake Forest,1,10:04,11-17,Home,"KENAH,EAMONN enters the game",1,Eamonn Kenah,"Joe Berry, Skyler Twyman, Thomas Kurowski, Alec Bryan, Arrish Bhandal, Eamonn Kenah",0,1
107,"November 10, 2022",Home,Lake Forest,1,10:04,11-17,Home,"PASCHAL,ELLIOT enters the game",1,Elliot Paschal,"Joe Berry, Skyler Twyman, Thomas Kurowski, Alec Bryan, Arrish Bhandal, Eamonn Kenah, Elliot Paschal",0,1
108,"November 10, 2022",Home,Lake Forest,1,10:04,11-17,Home,"BERRY,JOE goes to the bench",1,Joe Berry,"Skyler Twyman, Thomas Kurowski, Alec Bryan, Arrish Bhandal, Eamonn Kenah, Elliot Paschal",0,1
109,"November 10, 2022",Home,Lake Forest,1,10:04,11-17,Home,"TWYMAN,SKYLER goes to the bench",1,Skyler Twyman,"Thomas Kurowski, Alec Bryan, Arrish Bhandal, Eamonn Kenah, Elliot Paschal",0,1
110,"November 10, 2022",Home,Lake Forest,1,09:39,11-17,Home,"BHANDAL,ARRISH missed layup",0,Arrish Bhandal,"Thomas Kurowski, Alec Bryan, Arrish Bhandal, Eamonn Kenah, Elliot Paschal",0,1
111,"November 10, 2022",Home,Lake Forest,1,09:39,11-17,Away,"BROWN,ALEX defensive rebound",0,Alex Brown,"Thomas Kurowski, Alec Bryan, Arrish Bhandal, Eamonn Kenah, Elliot Paschal",0,1
112,"November 10, 2022",Home,Lake Forest,1,09:36,13-17,Away,"KNIGHT,ALEX made layup",0,Alex Knight,"Thomas Kurowski, Alec Bryan, Arrish Bhandal, Eamonn Kenah, Elliot Paschal",2,1
113,"November 10, 2022",Home,Lake Forest,1,09:36,13-17,Home,"Foul by PASCHAL,ELLIOT",0,Elliot Paschal,"Thomas Kurowski, Alec Bryan, Arrish Bhandal, Eamonn Kenah, Elliot Paschal",0,1
114,"November 10, 2022",Home,Lake Forest,1,09:36,13-17,Away,"KNIGHT,ALEX missed free throw",0,Alex Knight,"Thomas Kurowski, Alec Bryan, Arrish Bhandal, Eamonn Kenah, Elliot Paschal",0,1
115,"November 10, 2022",Home,Lake Forest,1,09:36,13-17,Home,"KUROWSKI,THOMAS defensive rebound",0,Thomas Kurowski,"Thomas Kurowski, Alec Bryan, Arrish Bhandal, Eamonn Kenah, Elliot Paschal",0,1
116,"November 10, 2022",Home,Lake Forest,1,09:22,13-17,Home,"BHANDAL,ARRISH missed layup",0,Arrish Bhandal,"Thomas Kurowski, Alec Bryan, Arrish Bhandal, Eamonn Kenah, Elliot Paschal",0,1
117,"November 10, 2022",Home,Lake Forest,1,09:22,13-17,Away,"MICHAUD,MICHAEL defensive rebound",0,Michael Michaud,"Thomas Kurowski, Alec Bryan, Arrish Bhandal, Eamonn Kenah, Elliot Paschal",0,1
118,"November 10, 2022",Home,Lake Forest,1,09:14,13-17,Home,"Foul by BHANDAL,ARRISH",0,Arrish Bhandal,"Thomas Kurowski, Alec Bryan, Arrish Bhandal, Eamonn Kenah, Elliot Paschal",0,1
119,"November 10, 2022",Home,Lake Forest,1,09:14,13-17,Away,"SIEGIEN,FRANK enters the game",1,Frank Siegien,"Thomas Kurowski, Alec Bryan, Arrish Bhandal, Eamonn Kenah, Elliot Paschal",0,1
120,"November 10, 2022",Home,Lake Forest,1,09:14,13-17,Away,"DEITCH,NOAH enters the game",1,Noah Deitch,"Thomas Kurowski, Alec Bryan, Arrish Bhandal, Eamonn Kenah, Elliot Paschal",0,1
121,"November 10, 2022",Home,Lake Forest,1,09:14,13-17,Away,"MICHAUD,MICHAEL goes to the bench",1,Michael Michaud,"Thomas Kurowski, Alec Bryan, Arrish Bhandal, Eamonn Kenah, Elliot Paschal",0,1
122,"November 10, 2022",Home,Lake Forest,1,09:14,13-17,Away,"FOSTER,ZACH goes to the bench",1,Zach Foster,"Thomas Kurowski, Alec Bryan, Arrish Bhandal, Eamonn Kenah, Elliot Paschal",0,1
